Period,Region,State,Year,Colony_Loss,Colony_loss_pct,Diseases_pct,Inventory,Other_causes_pct,Other_Pests_pct,Pesticides_pct,Unknown_Causes_pct,Varroa_Mites_pct
OCT THRU DEC,Northeast,PENNSYLVANIA,2018,4000,19.00%,6.70%,21000,0.08,0.11,0.13,0.05,0.27
JAN THRU MAR,Northeast,PENNSYLVANIA,2022,2800,11.00%,,23000,0.03,0.04,0.01,0.03,0.15
APR THRU JUN,Northeast,PENNSYLVANIA,2015,1600,0.08,2.60%,15500,0.07,0.06,0.02,0.02,0.11
JAN THRU MAR,Northeast,PENNSYLVANIA,2017,4000,22.00%,0.80%,17000,0.04,0.02,0.03,0.07,0.21
JUL THRU SEP,Northeast,PENNSYLVANIA,2020,2200,8.00%,1.20%,27000,0.06,0.12,0.02,0.02,0.32
APR THRU JUN,Northeast,PENNSYLVANIA,2020,930,3.00%,1.40%,24000,0.03,0.03,,0.01,0.27
JUL THRU SEP,Northeast,PENNSYLVANIA,2021,1600,6.00%,1.00%,25000,0.04,0.15,0.03,0.04,0.41
APR THRU JUN,Northeast,PENNSYLVANIA,2016,1300,0.09,2.40%,11000,0.05,0.04,0.04,0.01,0.19
JAN THRU MAR,Northeast,PENNSYLVANIA,2019,2900,19.00%,3.70%,15000,0.08,0.05,0.04,0.1,0.15
OCT THRU DEC,Northeast,PENNSYLVANIA,2016,3100,0.15,1.00%,21000,0.05,0.03,0.03,0.03,0.19
OCT THRU DEC,Northeast,PENNSYLVANIA,2019,3800,18.00%,1.00%,21000,0.02,0.05,0.03,0.03,0.33
APR THRU JUN,Northeast,PENNSYLVANIA,2018,1100,6.00%,2.20%,15500,0.02,0.16,0.02,0.02,0.31
JAN THRU MAR,Northeast,PENNSYLVANIA,2016,2900,0.23,0.30%,12500,0.06,0.04,0.04,0.05,0.45
JAN THRU MAR,Northeast,PENNSYLVANIA,2018,3300,22.00%,3.30%,14500,0.06,0.06,0.09,0.1,0.34
JAN THRU MAR,Northeast,PENNSYLVANIA,2020,2100,8.00%,2.80%,18500,0.03,0.04,0.02,0.03,0.16
JUL THRU SEP,Northeast,PENNSYLVANIA,2015,1800,0.07,3.70%,25000,0.07,0.11,0.05,0.01,0.45
JUL THRU SEP,Northeast,PENNSYLVANIA,2019,980,5.00%,1.80%,19000,0.02,0.09,0.05,0.06,0.23
OCT THRU DEC,Northeast,PENNSYLVANIA,2015,2500,0.11,1.00%,22000,0.01,0.04,0,0.01,0.32
OCT THRU DEC,Northeast,PENNSYLVANIA,2017,5500,23.00%,1.00%,24000,0.03,0.05,0.07,0.02,0.45
OCT THRU DEC,Northeast,PENNSYLVANIA,2020,1900,8.00%,1.30%,23000,0.02,0.04,0.02,0.03,0.28
APR THRU JUN,South,SOUTH CAROLINA,2015,950,0.05,0.50%,17500,0.04,0.05,0.01,0.01,0.3
JUL THRU SEP,South,SOUTH CAROLINA,2018,1400,12.00%,0.70%,9500,0.08,0.53,0.32,0.01,0.77
JUL THRU SEP,South,SOUTH CAROLINA,2019,2200,15.00%,0.60%,14500,0.2,0.12,0.16,0.04,0.45
JAN THRU MAR,South,SOUTH CAROLINA,2021,1200,7.00%,,15500,0.04,0.1,0.03,0.01,0.49
JUL THRU SEP,South,SOUTH CAROLINA,2015,2000,0.17,18.30%,12000,0.04,0.31,0.15,0.03,0.58
APR THRU JUN,South,SOUTH CAROLINA,2018,1300,9.00%,0.70%,14000,0.1,0.04,0.02,0.03,0.14
OCT THRU DEC,South,SOUTH CAROLINA,2021,3200,15.00%,,20000,0.01,0.06,0.11,0.02,0.28
OCT THRU DEC,South,SOUTH CAROLINA,2016,1300,0.08,23.30%,12000,0.26,0.27,0.25,0.02,0.29
JUL THRU SEP,South,SOUTH CAROLINA,2021,2200,11.00%,2.80%,17000,0.04,0.05,0.01,0.03,0.16
OCT THRU DEC,South,SOUTH CAROLINA,2020,2600,14.00%,0.00%,11500,0.03,0.04,0.01,0.04,0.23
JUL THRU SEP,South,SOUTH CAROLINA,2020,1800,13.00%,,12000,0.02,0.29,0.06,0.01,0.27
JAN THRU MAR,South,SOUTH CAROLINA,2016,3500,0.21,0.60%,16500,0.05,0.02,0.02,0.05,0.11
OCT THRU DEC,South,SOUTH CAROLINA,2019,1900,14.00%,1.70%,12500,0.13,0.18,0.04,0.06,0.57
JAN THRU MAR,South,SOUTH CAROLINA,2017,1600,9.00%,0.40%,17000,0.03,0.05,0.01,0.02,0.13
JAN THRU MAR,South,SOUTH CAROLINA,2020,1400,8.00%,9.60%,13000,0.06,0.12,,0.05,0.16
JUL THRU SEP,South,SOUTH CAROLINA,2017,1700,12.00%,0.20%,14500,0.05,0.12,0.03,0.01,0.26
JAN THRU MAR,South,SOUTH CAROLINA,2019,690,5.00%,,12000,0.12,0.15,0.02,0.01,0.19
JUL THRU SEP,South,SOUTH CAROLINA,2016,920,0.07,0.10%,13000,0.03,0.19,0.03,0.02,0.2
JAN THRU MAR,South,SOUTH CAROLINA,2018,1800,12.00%,0.70%,13500,0.14,0.16,0.03,0.03,0.29
APR THRU JUN,South,SOUTH CAROLINA,2016,1300,0.10,1.00%,12500,0.14,0.37,0.36,0.01,0.51
APR THRU JUN,South,SOUTH CAROLINA,2017,870,4.00%,15.10%,20000,0.04,0.22,0.19,0,0.24
APR THRU JUN,South,SOUTH CAROLINA,2020,1700,9.00%,0.50%,18500,0.06,0.06,,0.01,0.29
APR THRU JUN,South,SOUTH CAROLINA,2021,1700,9.00%,2.10%,18000,0.09,0.33,,0.05,0.48
APR THRU JUN,South,SOUTH CAROLINA,2022,2500,11.00%,,22000,0.01,0.13,0.13,0.01,0.3
JAN THRU MAR,South,SOUTH CAROLINA,2015,2700,0.15,0.20%,17000,0.04,0.02,0,0.03,0.11
JAN THRU MAR,South,SOUTH CAROLINA,2022,2500,13.00%,0.00%,17000,0.05,0.04,,0.03,0.38
OCT THRU DEC,South,SOUTH CAROLINA,2015,2200,0.13,0.40%,10000,0.06,0.03,0.02,0,0.14
OCT THRU DEC,South,SOUTH CAROLINA,2017,2000,13.00%,14.60%,12500,0.02,0.19,0,0.02,0.32
OCT THRU DEC,South,SOUTH CAROLINA,2018,1500,12.00%,0.30%,10000,0.01,0.16,0.01,0.06,0.32
APR THRU JUN,Midwest,SOUTH DAKOTA,2017,13000,8.00%,1.00%,30000,0.05,0.01,0.06,0.04,0.09
OCT THRU DEC,Midwest,SOUTH DAKOTA,2018,21000,15.00%,7.00%,140000,0.02,0.01,0.02,0.03,0.13
APR THRU JUN,Midwest,SOUTH DAKOTA,2021,7000,3.00%,3.60%,16500,0.27,0.12,0.04,0.01,0.49
JAN THRU MAR,Midwest,SOUTH DAKOTA,2015,4600,0.05,0.30%,50000,0.01,0.01,0.01,0.02,0.01
APR THRU JUN,Midwest,SOUTH DAKOTA,2016,11000,0.06,1.70%,51000,0.15,0.07,0.05,0,0.32
APR THRU JUN,Midwest,SOUTH DAKOTA,2020,4600,2.00%,4.80%,9500,0.53,0.46,,0.05,0.53
APR THRU JUN,Midwest,SOUTH DAKOTA,2022,4100,2.00%,0.00%,13500,0.13,0.29,0.03,0.01,0.45
JAN THRU MAR,Midwest,SOUTH DAKOTA,2019,1100,6.00%,0.00%,18500,0.01,,0.03,0.02,0.01
JAN THRU MAR,Midwest,SOUTH DAKOTA,2022,1000,4.00%,0.00%,21000,0.02,0.03,,,0.04
JUL THRU SEP,Midwest,SOUTH DAKOTA,2018,22000,11.00%,3.30%,168000,0.45,0.33,0.09,0.02,0.55
JAN THRU MAR,Midwest,SOUTH DAKOTA,2016,10500,0.13,0.00%,47000,0.01,0,0,0,0
JAN THRU MAR,Midwest,SOUTH DAKOTA,2021,450,1.00%,0.00%,28000,,0,,0.01,0.09
JUL THRU SEP,Midwest,SOUTH DAKOTA,2019,51000,20.00%,0.30%,255000,0.04,0.04,0.14,0.02,0.1
OCT THRU DEC,Midwest,SOUTH DAKOTA,2021,11500,6.00%,,190000,0.02,0.09,0.07,0.02,0.46
JUL THRU SEP,Midwest,SOUTH DAKOTA,2016,25000,0.13,14.20%,178000,0.05,0.2,0.23,0.03,0.49
JAN THRU MAR,Midwest,SOUTH DAKOTA,2017,2700,6.00%,0.00%,21000,0,0,0,0,0.03
OCT THRU DEC,Midwest,SOUTH DAKOTA,2015,9000,0.04,1.90%,194000,0.02,0.03,0.07,0.04,0.17
JUL THRU SEP,Midwest,SOUTH DAKOTA,2017,16500,10.00%,5.00%,152000,0.27,0.13,0.1,0.03,0.47
JUL THRU SEP,Midwest,SOUTH DAKOTA,2015,53000,0.18,2.00%,295000,0.02,0.07,0.07,0.06,0.22
JUL THRU SEP,Midwest,SOUTH DAKOTA,2021,29000,12.00%,1.10%,230000,0.14,0.05,0.04,0.01,0.18
APR THRU JUN,Midwest,SOUTH DAKOTA,2015,21000,0.07,1.80%,100000,0.01,0.11,0.02,0.02,0.1
APR THRU JUN,Midwest,SOUTH DAKOTA,2018,17000,10.00%,7.30%,10000,0.38,0.4,0.04,,0.55
JAN THRU MAR,Midwest,SOUTH DAKOTA,2018,390,1.00%,,23000,0.01,0,,0,0.04
JAN THRU MAR,Midwest,SOUTH DAKOTA,2020,1200,6.00%,0.00%,20000,,,0.02,,0.15
JUL THRU SEP,Midwest,SOUTH DAKOTA,2020,66000,28.00%,2.10%,230000,0.61,0.07,0.65,0.02,0.87
OCT THRU DEC,Midwest,SOUTH DAKOTA,2016,11000,0.08,0.30%,146000,0.01,0.05,0.06,0,0.49
OCT THRU DEC,Midwest,SOUTH DAKOTA,2017,6500,6.00%,4.10%,111000,0.08,0,0.04,0.03,0.17
OCT THRU DEC,Midwest,SOUTH DAKOTA,2019,7500,4.00%,3.20%,189000,0.11,0.06,0.06,0.02,0.12
OCT THRU DEC,Midwest,SOUTH DAKOTA,2020,16000,8.00%,6.50%,197000,,0.01,0.05,0.02,0.23
APR THRU JUN,South,TENNESSEE,2018,1200,15.00%,3.00%,8000,0.06,0.23,0.03,0.03,0.3
OCT THRU DEC,South,TENNESSEE,2019,1300,12.00%,0.00%,11000,0.08,0.54,0.34,0.09,0.67
JAN THRU MAR,South,TENNESSEE,2015,2000,0.21,0.00%,9500,0.13,0.17,0,0.04,0.22
JAN THRU MAR,South,TENNESSEE,2017,1600,19.00%,0.90%,8500,0.08,0.13,0.02,0.07,0.29
APR THRU JUN,South,TENNESSEE,2017,1300,14.00%,1.00%,8500,0.11,0.26,0.03,0.04,0.53
OCT THRU DEC,South,TENNESSEE,2016,840,0.09,0.00%,9000,0.02,0.22,0.01,0.03,0.2
JAN THRU MAR,South,TENNESSEE,2020,2700,19.00%,1.00%,8000,0.04,0.17,0,0.08,0.19
JAN THRU MAR,South,TENNESSEE,2021,2200,16.00%,1.40%,12000,0.03,0.05,0.01,0.09,0.34
JAN THRU MAR,South,TENNESSEE,2022,2300,22.00%,1.00%,10500,0.03,0.05,,0.03,0.13
JUL THRU SEP,South,TENNESSEE,2016,950,0.10,1.30%,10000,0.06,0.23,0.02,0.02,0.23
JAN THRU MAR,South,TENNESSEE,2016,1700,0.19,0.20%,9000,0.1,0.07,0.04,0.11,0.2
JAN THRU MAR,South,TENNESSEE,2018,3400,34.00%,2.30%,10000,0.13,0.2,0.03,0.2,0.29
OCT THRU DEC,South,TENNESSEE,2017,1300,12.00%,0.20%,8500,0.08,0.19,0.02,0.15,0.23
JAN THRU MAR,South,TENNESSEE,2019,1500,21.00%,5.10%,6000,0.08,0.24,0.01,0.07,0.63
OCT THRU DEC,South,TENNESSEE,2020,680,5.00%,,13500,0.02,0.25,0.05,0.05,0.34
JUL THRU SEP,South,TENNESSEE,2018,900,10.00%,0.70%,9000,0.06,0.53,0.13,0.02,0.71
JUL THRU SEP,South,TENNESSEE,2017,1700,17.00%,2.10%,10000,0.05,0.22,0.06,0.07,0.43
APR THRU JUN,South,TENNESSEE,2015,730,0.10,1.80%,7500,0.03,0.26,0.1,0.03,0.48
OCT THRU DEC,South,TENNESSEE,2015,1100,0.11,0.00%,8500,0.07,0.28,0.05,0.04,0.44
APR THRU JUN,South,TENNESSEE,2020,1200,9.00%,,13500,0.03,0.08,0.07,0.03,0.31
APR THRU JUN,South,TENNESSEE,2016,580,0.07,0.10%,8000,0.09,0.23,0,0.03,0.41
APR THRU JUN,South,TENNESSEE,2021,720,6.00%,,12000,0.03,0.1,0.02,,0.22
APR THRU JUN,South,TENNESSEE,2022,4400,38.00%,1.00%,9500,0.14,0.24,,0.02,0.31
JUL THRU SEP,South,TENNESSEE,2015,1200,0.12,0.50%,10000,0.02,0.38,0.05,0.01,0.51
JUL THRU SEP,South,TENNESSEE,2019,4500,32.00%,0.20%,14000,0.12,0.23,0.09,0.02,0.51
JUL THRU SEP,South,TENNESSEE,2020,2200,15.00%,2.30%,15000,0.02,0.16,0.01,0.02,0.38
JUL THRU SEP,South,TENNESSEE,2021,1100,7.00%,,13500,0.02,0.12,0.01,,0.16
OCT THRU DEC,South,TENNESSEE,2018,1900,22.00%,1.90%,8000,0.09,0.21,0.11,0.05,0.5
OCT THRU DEC,South,TENNESSEE,2021,1400,9.00%,0.50%,15500,0.03,0.05,0.01,0.01,0.34
OCT THRU DEC,South,TEXAS,2018,17000,7.00%,5.50%,116000,0.06,0.19,0.03,0.04,0.19
OCT THRU DEC,South,TEXAS,2016,39000,0.13,3.20%,136000,0.03,0.18,0.04,0.01,0.33
JAN THRU MAR,South,TEXAS,2022,37000,9.00%,0.60%,270000,0.06,0.02,0.04,0.02,0.21
APR THRU JUN,South,TEXAS,2021,74000,17.00%,0.00%,365000,0.06,0.03,0.12,,0.38
JAN THRU MAR,South,TEXAS,2018,32000,11.00%,4.80%,205000,0.02,0.1,0,0.1,0.22
APR THRU JUN,South,TEXAS,2016,36000,0.10,7.50%,340000,0.07,0.09,0.02,0.04,0.26
JAN THRU MAR,South,TEXAS,2020,35000,10.00%,1.30%,235000,0.05,0.07,0.03,0.05,0.12
JAN THRU MAR,South,TEXAS,2016,30000,0.09,2.30%,240000,0.04,0.1,0.09,0.03,0.19
JUL THRU SEP,South,TEXAS,2016,12000,0.08,1.70%,129000,0.04,0.11,0.31,0.04,0.47
OCT THRU DEC,South,TEXAS,2017,20000,7.00%,7.10%,127000,0.04,0.21,0.03,0.05,0.34
APR THRU JUN,South,TEXAS,2022,41000,10.00%,,345000,0.05,0.3,0.01,0.01,0.39
OCT THRU DEC,South,TEXAS,2015,25000,0.10,2.70%,125000,0.02,0.09,0.05,0.08,0.21
OCT THRU DEC,South,TEXAS,2019,17500,7.00%,4.60%,129000,0.06,0.14,0.05,0.01,0.23
OCT THRU DEC,South,TEXAS,2021,23000,8.00%,1.20%,146000,0.04,0.08,0.1,0.06,0.19
JAN THRU MAR,South,TEXAS,2015,26000,0.10,5.00%,191000,0.02,0.12,0.11,0.06,0.22
JUL THRU SEP,South,TEXAS,2015,16500,0.12,1.30%,76000,0.05,0.26,0.19,0.05,0.31
JAN THRU MAR,South,TEXAS,2017,49000,14.00%,2.00%,275000,0.04,0.23,0.05,0.04,0.36
JUL THRU SEP,South,TEXAS,2019,11000,8.00%,4.40%,126000,0.07,0.18,0.12,0.02,0.22
JUL THRU SEP,South,TEXAS,2021,4000,3.00%,0.50%,138000,0.04,0.06,0.04,0.01,0.2
APR THRU JUN,South,TEXAS,2017,28000,8.00%,1.50%,345000,0.03,0.17,0.12,0.01,0.29
JAN THRU MAR,South,TEXAS,2019,17000,5.00%,5.30%,260000,0.07,0.07,0.08,0.03,0.26
APR THRU JUN,South,TEXAS,2015,33000,0.11,2.50%,305000,0.07,0.23,0.07,0.03,0.19
APR THRU JUN,South,TEXAS,2018,38000,12.00%,8.10%,305000,0.09,0.18,0.05,0.15,0.27
APR THRU JUN,South,TEXAS,2020,35000,9.00%,3.30%,360000,0.06,0.08,0.05,0.06,0.3
JAN THRU MAR,South,TEXAS,2021,30000,8.00%,1.50%,240000,0.07,0.13,0.06,,0.18
JUL THRU SEP,South,TEXAS,2017,15000,13.00%,0.10%,104000,0.18,0.23,0.24,0.02,0.34
JUL THRU SEP,South,TEXAS,2018,7500,6.00%,0.40%,112000,0.03,0.04,0.06,0.01,0.19
JUL THRU SEP,South,TEXAS,2020,9500,5.00%,2.00%,167000,0.02,0.14,0.07,0.01,0.2
OCT THRU DEC,South,TEXAS,2020,43000,17.00%,,144000,0.06,0.07,0.05,0.1,0.27
JUL THRU SEP,West,UTAH,2015,8000,0.22,41.60%,31000,0.04,0.25,0.34,0,0.4
JAN THRU MAR,West,UTAH,2018,620,4.00%,0.10%,7500,0,0,0,0.01,0.19
OCT THRU DEC,West,UTAH,2016,1600,0.05,0.20%,30000,0.01,0,0.01,0,0.26
JAN THRU MAR,West,UTAH,2022,4100,13.00%,3.00%,28000,,0.02,0,0.01,0.03
APR THRU JUN,West,UTAH,2015,3400,0.13,1.50%,24000,0.06,0.11,0.12,0.01,0.27
APR THRU JUN,West,UTAH,2021,3800,12.00%,10.30%,20000,,0.26,0.19,0.01,0.4
OCT THRU DEC,West,UTAH,2017,2000,7.00%,11.00%,29000,0.09,0.09,0.09,0.2,0.24
APR THRU JUN,West,UTAH,2017,2700,9.00%,0.30%,21000,0.13,0.01,0,0,0.37
JUL THRU SEP,West,UTAH,2020,2000,7.00%,,24000,0.04,,0.32,0.04,0.62
APR THRU JUN,West,UTAH,2016,4800,0.19,1.80%,14500,0.03,0,0.07,0.01,0.23
APR THRU JUN,West,UTAH,2018,1900,7.00%,2.00%,14500,0.01,0.04,0.02,0.02,0.44
OCT THRU DEC,West,UTAH,2018,3400,13.00%,5.50%,27000,0.07,0.1,0.08,0.05,0.48
JAN THRU MAR,West,UTAH,2015,3300,0.14,0.10%,6000,0.03,0.01,0.04,0.01,0.14
JAN THRU MAR,West,UTAH,2019,1800,16.00%,0.10%,8500,0,0,0,0.09,0.23
JUL THRU SEP,West,UTAH,2018,4400,15.00%,0.10%,30000,0.01,0.16,0,0.01,0.34
OCT THRU DEC,West,UTAH,2020,3800,13.00%,,29000,0.01,,0.07,0.18,0.5
OCT THRU DEC,West,UTAH,2019,4400,14.00%,2.00%,30000,0,0.02,0.1,0,0.22
OCT THRU DEC,West,UTAH,2021,3200,9.00%,0.70%,37000,0.02,0.01,0.01,0.05,0.05
APR THRU JUN,West,UTAH,2022,4300,15.00%,6.90%,23000,0.14,0.01,0.08,0.08,0.4
JUL THRU SEP,West,UTAH,2016,3200,0.10,0.60%,27000,0.03,0.2,0.22,0.02,0.32
JUL THRU SEP,West,UTAH,2017,6500,19.00%,0.50%,35000,0.16,0,0.17,0.09,0.41
APR THRU JUN,West,UTAH,2020,2800,9.00%,,21000,,0,0.13,0.08,0.38
JAN THRU MAR,West,UTAH,2016,1900,0.13,0.10%,12000,0.02,0.07,0,0.01,0.26
JAN THRU MAR,West,UTAH,2017,2700,14.00%,0.10%,16000,0.02,0,0,0,0.39
JAN THRU MAR,West,UTAH,2020,1100,6.00%,17.10%,12000,0.16,0.17,0.02,0.22,0.39
JAN THRU MAR,West,UTAH,2021,2600,13.00%,0.00%,17500,0.01,0.01,0.02,0.06,0.45
JUL THRU SEP,West,UTAH,2019,2800,10.00%,5.50%,24000,0.01,0.05,0,0.05,0.29
JUL THRU SEP,West,UTAH,2021,2900,8.00%,,37000,0.02,,0.04,0.01,0.4
OCT THRU DEC,West,UTAH,2015,1900,0.07,6.40%,28000,0.04,0.09,0,0,0.76
APR THRU JUN,Northeast,VERMONT,2016,20,0.00,0.10%,5000,0,0,0,0,0.03
JAN THRU MAR,Northeast,VERMONT,2018,810,15.00%,0.30%,5500,0.02,0.01,0.01,0.01,0.17
JUL THRU SEP,Northeast,VERMONT,2018,90,1.00%,4.30%,7000,0,0.05,0.24,0,0.29
APR THRU JUN,Northeast,VERMONT,2017,170,2.00%,0.30%,6000,0,0,0,0.01,0.03
APR THRU JUN,Northeast,VERMONT,2015,100,0.02,0.10%,6000,0.01,0.02,0,0,0.04
JAN THRU MAR,Northeast,VERMONT,2021,1300,17.00%,3.70%,7500,0.1,,0,,0.21
APR THRU JUN,Northeast,VERMONT,2021,40,1.00%,0.50%,7000,0.02,0.01,0,0,0.28
OCT THRU DEC,Northeast,VERMONT,2018,170,3.00%,0.00%,6500,0.01,0.01,0,0.01,0.06
JAN THRU MAR,Northeast,VERMONT,2020,520,7.00%,0.60%,6500,0.02,0.01,0.01,0.03,0.09
JUL THRU SEP,Northeast,VERMONT,2019,120,2.00%,0.70%,7000,0.01,0.04,0,0,0.22
APR THRU JUN,Northeast,VERMONT,2020,200,3.00%,0.10%,7000,0.01,0.01,0,0,0.11
APR THRU JUN,Northeast,VERMONT,2018,520,8.00%,0.70%,5500,0.02,0.02,0.17,0,0.22
OCT THRU DEC,Northeast,VERMONT,2019,190,3.00%,0.60%,7000,0.01,0.01,0.01,0.01,0.21
JAN THRU MAR,Northeast,VERMONT,2016,410,0.07,0.30%,5500,0.01,0,0,0.02,0.01
OCT THRU DEC,Northeast,VERMONT,2021,40,1.00%,,7000,,0.01,0,0.01,0.16
OCT THRU DEC,Northeast,VERMONT,2015,940,0.15,0.90%,6500,0,0.17,0.01,0.16,0.57
JUL THRU SEP,Northeast,VERMONT,2016,400,0.06,1.70%,6500,0.02,0.08,0,0.01,0.06
JUL THRU SEP,Northeast,VERMONT,2021,10,,1.50%,7000,0.02,0.03,0,0.01,0.25
JUL THRU SEP,Northeast,VERMONT,2017,180,2.00%,4.70%,7500,0.07,0.09,,0.01,0.17
APR THRU JUN,Northeast,VERMONT,2022,150,2.00%,0.00%,7500,0.01,0.02,0.01,,0.21
OCT THRU DEC,Northeast,VERMONT,2020,270,3.00%,0.50%,8000,0.01,,0,,0.1
JUL THRU SEP,Northeast,VERMONT,2020,210,3.00%,0.90%,7500,0.01,0.01,0.04,,0.27
JAN THRU MAR,Northeast,VERMONT,2022,380,5.00%,1.30%,7000,0.03,0.02,0.04,0.01,0.15
JAN THRU MAR,Northeast,VERMONT,2015,700,0.13,0.00%,5500,0.06,0.06,0,0.05,0.02
JAN THRU MAR,Northeast,VERMONT,2017,440,7.00%,2.10%,6500,0.01,0.01,0,0.02,0.06
JAN THRU MAR,Northeast,VERMONT,2019,260,4.00%,2.40%,6500,0,0,0,0.01,0.06
JUL THRU SEP,Northeast,VERMONT,2015,40,0.01,0.00%,6000,0,0.01,0,0,0.23
OCT THRU DEC,Northeast,VERMONT,2016,260,0.04,41.20%,6500,0,0.41,0.41,0,0.45
OCT THRU DEC,Northeast,VERMONT,2017,470,7.00%,22.10%,6500,0.06,0.45,0.55,0.02,0.97
JAN THRU MAR,South,VIRGINIA,2015,2500,0.28,2.30%,8000,0.1,0.09,0,0.12,0.19
JUL THRU SEP,South,VIRGINIA,2019,570,6.00%,0.90%,9000,0.03,0.18,0.01,0.03,0.38
JAN THRU MAR,South,VIRGINIA,2016,1100,0.17,0.00%,6500,0.05,0.07,0,0.04,0.33
JUL THRU SEP,South,VIRGINIA,2017,1200,10.00%,1.50%,11500,0.04,0.27,0.01,0.02,0.5
OCT THRU DEC,South,VIRGINIA,2015,750,0.10,0.40%,7500,0.06,0.17,0,0.1,0.26
JUL THRU SEP,South,VIRGINIA,2021,890,8.00%,0.90%,10500,0.05,0.12,0.01,0.02,0.19
OCT THRU DEC,South,VIRGINIA,2020,1000,12.00%,1.60%,8000,0.05,0.14,0.02,0.03,0.3
OCT THRU DEC,South,VIRGINIA,2021,930,11.00%,0.80%,8500,0.05,0.19,0.01,0.03,0.32
APR THRU JUN,South,VIRGINIA,2017,1000,11.00%,0.90%,8500,0.02,0.18,0.05,0.05,0.19
OCT THRU DEC,South,VIRGINIA,2017,1100,12.00%,1.30%,9500,0.07,0.21,0.08,0.04,0.21
JUL THRU SEP,South,VIRGINIA,2016,810,0.10,1.10%,8000,0.05,0.24,0.02,0.04,0.39
JUL THRU SEP,South,VIRGINIA,2020,1200,14.00%,,8500,0.04,0.08,,0.06,0.28
JAN THRU MAR,South,VIRGINIA,2017,1400,18.00%,2.80%,8000,0.07,0.13,0.03,0.08,0.21
JUL THRU SEP,South,VIRGINIA,2015,680,0.09,1.30%,8000,0.04,0.14,0.04,0.09,0.29
JUL THRU SEP,South,VIRGINIA,2018,610,8.00%,2.60%,7500,0.12,0.29,0.08,0.02,0.39
JAN THRU MAR,South,VIRGINIA,2020,1100,16.00%,,6000,0.04,0.11,,0.04,0.18
OCT THRU DEC,South,VIRGINIA,2018,1100,16.00%,12.10%,7000,0.06,0.38,0.13,0.03,0.57
JAN THRU MAR,South,VIRGINIA,2021,1400,19.00%,0.00%,7500,0.04,0.01,0.02,0.05,0.12
OCT THRU DEC,South,VIRGINIA,2016,730,0.10,2.00%,7000,0.02,0.2,0,0.05,0.31
APR THRU JUN,South,VIRGINIA,2020,1200,15.00%,,7500,0.08,0.08,,0.01,0.34
APR THRU JUN,South,VIRGINIA,2018,500,8.00%,3.20%,5000,0.23,0.19,0.01,0.02,0.23
APR THRU JUN,South,VIRGINIA,2015,270,0.04,1.80%,7500,0.03,0.13,0,0.05,0.26
APR THRU JUN,South,VIRGINIA,2016,230,0.04,6.80%,6000,0.07,0.04,0.06,0.03,0.23
APR THRU JUN,South,VIRGINIA,2021,530,6.00%,3.60%,8000,0.03,0.06,0.02,0.04,0.13
APR THRU JUN,South,VIRGINIA,2022,580,6.00%,0.90%,9000,0.18,0.22,0.01,0.02,0.31
JAN THRU MAR,South,VIRGINIA,2018,2100,30.00%,0.30%,7000,0.08,0.11,0.04,0.16,0.26
JAN THRU MAR,South,VIRGINIA,2019,1100,20.00%,0.80%,5500,0.04,0.13,0,0.09,0.17
JAN THRU MAR,South,VIRGINIA,2022,1700,17.00%,2.50%,7500,0.12,0.14,,0.08,0.26
OCT THRU DEC,South,VIRGINIA,2019,1200,15.00%,0.40%,8000,0.05,0.19,0,0.06,0.38
JUL THRU SEP,West,WASHINGTON,2019,21000,22.00%,2.50%,85000,0.09,0.01,0.05,0,0.47
OCT THRU DEC,West,WASHINGTON,2016,9000,0.09,3.70%,65000,0.05,0.05,0.09,0,0.21
OCT THRU DEC,West,WASHINGTON,2021,6500,8.00%,2.00%,79000,0.08,0.03,0.03,0.01,0.42
JAN THRU MAR,West,WASHINGTON,2016,13500,0.09,1.30%,77000,0.02,0.11,0.02,0.05,0.23
APR THRU JUN,West,WASHINGTON,2016,6000,0.04,3.30%,91000,0.11,0.11,0.03,0.01,0.41
JAN THRU MAR,West,WASHINGTON,2022,7500,7.00%,3.60%,70000,0.03,0.04,0,,0.08
OCT THRU DEC,West,WASHINGTON,2015,6500,0.07,0.10%,87000,0.03,0,0,0.02,0.07
JAN THRU MAR,West,WASHINGTON,2018,4600,5.00%,1.00%,44000,0,0.01,0.02,0,0.09
APR THRU JUN,West,WASHINGTON,2017,7000,6.00%,4.20%,75000,0.04,0.05,0.08,0,0.21
JUL THRU SEP,West,WASHINGTON,2017,17000,18.00%,2.00%,82000,0.01,0.03,0.01,0.02,0.24
JAN THRU MAR,West,WASHINGTON,2021,5500,8.00%,1.00%,48000,0.05,0.02,,,0.15
OCT THRU DEC,West,WASHINGTON,2019,12500,13.00%,0.60%,89000,0.03,0.02,0.2,0.03,0.4
JAN THRU MAR,West,WASHINGTON,2017,9000,9.00%,0.00%,68000,0.08,0,0,0.04,0.07
JUL THRU SEP,West,WASHINGTON,2021,4900,6.00%,4.90%,72000,0.13,0.02,0.02,0.02,0.34
APR THRU JUN,West,WASHINGTON,2022,6000,6.00%,4.30%,97000,0.14,0.07,0.03,0.02,0.51
OCT THRU DEC,West,WASHINGTON,2017,4000,6.00%,,66000,0,0.06,0,0,0.22
APR THRU JUN,West,WASHINGTON,2015,5000,0.04,2.20%,105000,0.03,0,0.02,0.01,0.49
